7.458333373069763184e-01,5.947916507720947266e-01,3.088541603088378906e+01,8.812500000000000000e+01,4.406250000000000000e+00,3.468750000000000000e+00,2.744791603088378906e+01
8.541666865348815918e-01,2.197916656732559204e-01,2.651041603088378906e+01,1.593750000000000000e+02,5.343750000000000000e+00,4.687500000000000000e-01,1.703125000000000000e+01
9.041666388511657715e-01,2.510416805744171143e-01,1.338541698455810547e+01,6.937500000000000000e+01,7.031250000000000000e+00,3.281250000000000000e+00,1.755208396911621094e+01
8.708333373069763184e-01,3.447916805744171143e-01,1.411458301544189453e+01,1.293750000000000000e+02,8.343750000000000000e+00,1.031250000000000000e+00,2.380208396911621094e+01
9.291666746139526367e-01,1.885416656732559204e-01,1.046875000000000000e+01,1.875000000000000000e+00,1.781250000000000000e+00,3.656250000000000000e+00,3.161458396911621094e+01
6.291666626930236816e-01,4.281249940395355225e-01,1.994791603088378906e+01,3.937500000000000000e+01,9.375000000000000000e-02,1.593750000000000000e+00,3.317708206176757812e+01
7.708333134651184082e-01,3.968749940395355225e-01,1.703125000000000000e+01,4.312500000000000000e+01,1.218750000000000000e+00,8.718750000000000000e+00,2.171875000000000000e+01
6.125000119209289551e-01,5.531250238418579102e-01,3.526041793823242188e+01,1.706250000000000000e+02,4.218750000000000000e+00,5.531250000000000000e+00,2.953125000000000000e+01
6.958333253860473633e-01,2.302083373069763184e-01,3.307291793823242188e+01,7.687500000000000000e+01,2.718750000000000000e+00,4.781250000000000000e+00,2.067708396911621094e+01
9.624999761581420898e-01,3.864583373069763184e-01,6.093750000000000000e+00,1.068750000000000000e+02,4.687500000000000000e-01,4.406250000000000000e+00,2.276041603088378906e+01
7.124999761581420898e-01,5.218750238418579102e-01,2.869791603088378906e+01,5.625000000000000000e+00,7.593750000000000000e+00,7.031250000000000000e+00,1.651041603088378906e+01
7.958333492279052734e-01,5.114583373069763184e-01,9.739583015441894531e+00,1.443750000000000000e+02,8.437500000000000000e-01,3.093750000000000000e+00,2.223958396911621094e+01
9.208333492279052734e-01,4.385416805744171143e-01,9.010416984558105469e+00,1.406250000000000000e+02,8.718750000000000000e+00,7.593750000000000000e+00,1.130208301544189453e+01
8.958333134651184082e-01,1.989583373069763184e-01,7.552083492279052734e+00,3.562500000000000000e+01,7.406250000000000000e+00,6.562500000000000000e-01,3.473958206176757812e+01
6.374999880790710449e-01,4.177083373069763184e-01,8.281250000000000000e+00,1.743750000000000000e+02,6.281250000000000000e+00,4.968750000000000000e+00,1.859375000000000000e+01
6.458333134651184082e-01,1.260416656732559204e-01,1.921875000000000000e+01,1.687500000000000000e+01,6.468750000000000000e+00,8.437500000000000000e-01,2.796875000000000000e+01
8.125000000000000000e-01,4.489583373069763184e-01,2.578125000000000000e+01,9.562500000000000000e+01,3.843750000000000000e+00,2.812500000000000000e-01,2.328125000000000000e+01
8.374999761581420898e-01,1.677083373069763184e-01,3.015625000000000000e+01,9.375000000000000000e+00,8.906250000000000000e+00,4.031250000000000000e+00,2.901041603088378906e+01
9.458333253860473633e-01,5.843750238418579102e-01,3.234375000000000000e+01,1.631250000000000000e+02,3.656250000000000000e+00,6.656250000000000000e+00,3.057291603088378906e+01
